"" "" "" "" "" "" "" "" "foldChange"
"ZKSCAN8" 2.05469631663191 0 29.7702995146854 0 0.000238961038961039 0.29107027027027 0 0.277090909090909 0.824561403508772
"GCSH" 3.35772914142802 0 37.6377186308729 0 0.000267647058823529 0.313010101010101 0 0.183683615819209 0.824561403508773
"LOC541473" 6.37503615352799 0 33.2998208313426 0 0.000181818181818182 0.520965197215777 0 0.272728110599078 -1.21276595744681
"SUCLG2" 14.140484543371 0 43.6842997457315 0 0.000661528822055138 0.00861016949152542 0 0.14443137254902 0.824561403508771
"KIT" 15.7406548432675 0 21.3950850810858 0 0.000190816935002982 0.00861016949152542 0 0.217236842105263 -1.21276595744681
"FCGR3B" 50.584168290665 0 55.0618853642253 0 -1.66553107729579e-06 0 0 0.131703703703704 0.824561403508777
"BRCC3" 14.5041047774932 0 52.1174957164275 0 0.00146941026106623 0.429240310077519 0 0.198782608695652 0.824561403508774
"PCCA" 2.26467878490261 0 47.822735982872 0 -0.000117647058823529 0.00861016949152542 0 0.198782608695652 0.824561403508772
"KCNJ13" 8.94454940740262 0.265087301587302 18.2335079614824 0.383263366336634 0.000153846153846154 0.520965197215777 0 0.353526530612245 0.824561403508763
"SPAG5-AS1" 11.6034813314869 0 47.1329906205649 0 0.00107871901432273 0.520965197215777 0 0.357979633401222 -1.21276595744681
"ZNF587B" 12.8833468286278 0.00110675381263617 19.1793070301584 0.0010995670995671 0.000157622739018088 0.520965197215777 0 0.277297539149888 0.82456140350877
"FCER2" 39.1078468169405 0 41.751186690799 0 0 0.09652 0 0.217714285714286 -1.21276595744681
"LENG8" 21.6240499810337 0 20.7603039728174 0 0.0139114588375767 0.349849056603774 0 0.198782608695652 -1.2127659574468
"SAMD9L" 8.49064014918505 0 11.2418341775933 0 0.000263157894736842 0 0 0.14443137254902 0.82456140350877
"LY96" 18.4962416863546 0 50.3105012054412 0 0 0.0586153846153846 0 0.0241904761904762 0.824561403508766
"PPP1R14A" 8.51391929337891 0 42.9538317183637 0 -0.000152564102564103 0.3048 0 0.223397590361446 -1.21276595744681
"SYMPK" 17.7722739939724 0 47.6613031984792 0.0010995670995671 6.03337612323492e-05 0.520965197215777 0 0.25958924205379 -1.21276595744681
"IL3RA" 1.55814112825404 0 9.53165402189016 0 4.5691684716075e-05 0.337038461538462 0 0.18288 -1.21276595744681
"FLVCR1" 8.82305822059898 0 53.6542885150831 0 0.000242424242424242 0.541721627408994 0 0.241198938992042 -1.21276595744681
